f[GHz],theta[deg],phi[deg],RCS[dB]
26,50,24,-29.371
26,52,24,-28.822
26,54,24,-24.232
26,56,24,-27.486
26,58,24,-37.039
26,60,24,-26.708
26,62,24,-24.528
26,64,24,-25.366
26,66,24,-23.706
26,68,24,-27.021
26,70,24,-42.577
26,72,24,-27.853
26,74,24,-28.254
26,76,24,-33.614
26,78,24,-47.019
26,80,24,-19.334
26,82,24,-17.979
26,84,24,-22.384
26,86,24,-24.088
26,88,24,-26.268
26,90,24,-29.525
26,-90,26,-20.168
26,-88,26,-18.852
26,-86,26,-35.874
26,-84,26,-21.6
26,-82,26,-14.256
26,-80,26,-25.138
26,-78,26,-31.249
26,-76,26,-18.951
26,-74,26,-23.323
26,-72,26,-22.965
26,-70,26,-26.324
26,-68,26,-31.948
26,-66,26,-25.545
26,-64,26,-22.149
26,-62,26,-23.905
26,-60,26,-27.342
26,-58,26,-43.188
26,-56,26,-27.704
26,-54,26,-20.235
26,-52,26,-24.93
26,-50,26,-18.991
26,-48,26,-21.512
26,-46,26,-23.782
26,-44,26,-34.38
26,-42,26,-28.02
26,-40,26,-24.689
26,-38,26,-29.379
26,-36,26,-24.261
26,-34,26,-40.508
26,-32,26,-29.278
26,-30,26,-31.927
26,-28,26,-32.804
26,-26,26,-22.625
26,-24,26,-24.342
26,-22,26,-24.572
26,-20,26,-25.681
26,-18,26,-27.361
26,-16,26,-29.285
26,-14,26,-21.863
26,-12,26,-34.274
26,-10,26,-19.451
26,-8,26,-24.932
26,-6,26,-16.83
26,-4,26,-13.768
26,-2,26,-7.3079
26,0,26,-1.0489
26,2,26,3.8921
26,4,26,2.8311
26,6,26,-3.6869
26,8,26,-12.351
26,10,26,-18.64
26,12,26,-20.442
26,14,26,-35.434
26,16,26,-32.322
26,18,26,-21.744
26,20,26,-27.9
26,22,26,-25.537
26,24,26,-18.526
26,26,26,-17.938
26,28,26,-26.563
26,30,26,-19.827
26,32,26,-23.615
26,34,26,-28.003
26,36,26,-27.989
26,38,26,-34.124
26,40,26,-17.332
26,42,26,-30.614
26,44,26,-20.93
26,46,26,-24.001
26,48,26,-22.444
26,50,26,-24.244
26,52,26,-22.386
26,54,26,-27.898
26,56,26,-23.684
26,58,26,-25.702
26,60,26,-24.744
26,62,26,-39.883
26,64,26,-35.143
26,66,26,-24.746
26,68,26,-24.812
26,70,26,-27.071
26,72,26,-25.999
26,74,26,-33.253
26,76,26,-19.931
26,78,26,-18.862
26,80,26,-28.905
26,82,26,-14.55
26,84,26,-19.98
26,86,26,-21.107
26,88,26,-23.397
26,90,26,-26.82
26,-90,28,-24.404
26,-88,28,-34.865
26,-86,28,-30.387
26,-84,28,-33.048
26,-82,28,-19.474
26,-80,28,-21.646
26,-78,28,-21.893
26,-76,28,-36.525
26,-74,28,-23.883
26,-72,28,-26.416
26,-70,28,-23.641
26,-68,28,-20.89
26,-66,28,-23.299
26,-64,28,-27.652
26,-62,28,-22.162
26,-60,28,-35.336
26,-58,28,-32.016
26,-56,28,-22.583
26,-54,28,-29.455
26,-52,28,-18.038
26,-50,28,-31.451
26,-48,28,-37.798
26,-46,28,-24.545
26,-44,28,-23.781
26,-42,28,-21.183
26,-40,28,-21.616
26,-38,28,-26.384
26,-36,28,-23.123
26,-34,28,-29.441
26,-32,28,-23.898
26,-30,28,-24.874
26,-28,28,-25.886
26,-26,28,-31.773
26,-24,28,-27.465
26,-22,28,-25.698
26,-20,28,-23.023
26,-18,28,-24.472
26,-16,28,-29.364
26,-14,28,-22.054
26,-12,28,-34.967
26,-10,28,-20.329
26,-8,28,-21.447
26,-6,28,-18.67
26,-4,28,-14.315
26,-2,28,-7.4109
26,0,28,-0.99291
26,2,28,3.8681
26,4,28,2.2851
26,6,28,-4.4059
26,8,28,-14.544
26,10,28,-18.619
26,12,28,-20.171
26,14,28,-37.368
26,16,28,-22.848
26,18,28,-24.179
26,20,28,-20.729
26,22,28,-32.557
26,24,28,-20.939
26,26,28,-25.81
26,28,28,-20.83
26,30,28,-22.642
26,32,28,-28.119
26,34,28,-25.813
26,36,28,-22.331
26,38,28,-26.488
26,40,28,-22.23
26,42,28,-24.332
26,44,28,-20.928
26,46,28,-24.093
26,48,28,-25.956
26,50,28,-37.044
26,52,28,-17.717
26,54,28,-22.845
26,56,28,-30.094
26,58,28,-22.732
26,60,28,-28.813
26,62,28,-31.81
26,64,28,-27.386
26,66,28,-29.871
26,68,28,-23.472
26,70,28,-32.938
26,72,28,-28.331
26,74,28,-24.559
26,76,28,-19.966
26,78,28,-21.744
26,80,28,-16.701
26,82,28,-21.101
26,84,28,-21.37
26,86,28,-25.226
26,88,28,-26.204
26,90,28,-18.411
26,-90,30,-21.775
26,-88,30,-29.192
26,-86,30,-26.037
26,-84,30,-37.21
26,-82,30,-18.83
26,-80,30,-22.577
26,-78,30,-22.908
26,-76,30,-21.529
26,-74,30,-32.32
26,-72,30,-24.792
26,-70,30,-25.114
26,-68,30,-19.954
26,-66,30,-28.838
26,-64,30,-30.342
26,-62,30,-39.095
26,-60,30,-23.664
26,-58,30,-24.826
26,-56,30,-24.799
26,-54,30,-19.908
26,-52,30,-26.644
26,-50,30,-23.213
26,-48,30,-18.216
26,-46,30,-31.5
26,-44,30,-27.24
26,-42,30,-25.086
26,-40,30,-25.904
26,-38,30,-23.745
26,-36,30,-27.755
26,-34,30,-30.839
26,-32,30,-29.214
26,-30,30,-26.697
26,-28,30,-19.56
26,-26,30,-28.723
26,-24,30,-34.863
26,-22,30,-25.412
26,-20,30,-20.419
26,-18,30,-22.489
26,-16,30,-25.63
26,-14,30,-22.424
26,-12,30,-35.292
26,-10,30,-23.141
26,-8,30,-19.482
26,-6,30,-21.103
26,-4,30,-14.722
26,-2,30,-7.3949
26,0,30,-0.91591
26,2,30,3.8431
26,4,30,1.6731
26,6,30,-4.9899
26,8,30,-16.912
26,10,30,-18.455
26,12,30,-19.627
26,14,30,-25.976
26,16,30,-19.722
26,18,30,-22.982
26,20,30,-20.946
26,22,30,-34.028
26,24,30,-20.961
26,26,30,-37.296
26,28,30,-23.424
26,30,30,-29.588
26,32,30,-31.411
26,34,30,-34.579
26,36,30,-23.286
26,38,30,-31.072
26,40,30,-29.078
26,42,30,-38.225
26,44,30,-22.195
26,46,30,-26.683
26,48,30,-22.527
26,50,30,-26.686
26,52,30,-22.129
26,54,30,-20.345
26,56,30,-26.701
26,58,30,-26.505
26,60,30,-30.169
26,62,30,-23.921
26,64,30,-28.589
26,66,30,-23.59
26,68,30,-23.822
26,70,30,-34.034
26,72,30,-22.328
26,74,30,-21.319
26,76,30,-22.049
26,78,30,-21.733
26,80,30,-24.202
26,82,30,-14.817
26,84,30,-17.135
26,86,30,-17.413
26,88,30,-19.596
26,90,30,-25.186
26,-90,32,-23.711
26,-88,32,-14.174
26,-86,32,-16.079
26,-84,32,-17.519
26,-82,32,-16.483
26,-80,32,-21.804
26,-78,32,-20.491
26,-76,32,-21.698
26,-74,32,-24.482
26,-72,32,-22.665
26,-70,32,-23.775
26,-68,32,-32.059
26,-66,32,-27.402
26,-64,32,-25.901
26,-62,32,-27.508
26,-60,32,-23.888
26,-58,32,-24.017
26,-56,32,-43.356
26,-54,32,-26.409
26,-52,32,-22.138
26,-50,32,-19.986
26,-48,32,-20.853
26,-46,32,-27.233
26,-44,32,-26.78
26,-42,32,-34.029
26,-40,32,-25.079
26,-38,32,-27.866
26,-36,32,-30.827
26,-34,32,-24.1
26,-32,32,-26.694
26,-30,32,-25.401
26,-28,32,-19.23
26,-26,32,-22.228
26,-24,32,-25.897
26,-22,32,-38.321
26,-20,32,-20.283
26,-18,32,-22.387
26,-16,32,-21.681
26,-14,32,-23.757
26,-12,32,-35.145
26,-10,32,-28.761
26,-8,32,-18.778
26,-6,32,-24.365
26,-4,32,-15.141
26,-2,32,-7.2489
26,0,32,-0.90291
26,2,32,3.8431
26,4,32,0.99109
26,6,32,-5.5139
26,8,32,-18.224
26,10,32,-18.215
26,12,32,-20.75
26,14,32,-24.001
26,16,32,-18.634
26,18,32,-21.867
26,20,32,-23.452
26,22,32,-24.281
26,24,32,-19.293
26,26,32,-30.609
26,28,32,-20.434
26,30,32,-27.996
26,32,32,-26.523
26,34,32,-36.652
26,36,32,-22.124
26,38,32,-28.523
26,40,32,-22.523
26,42,32,-32.536
26,44,32,-26.468
26,46,32,-22.524
26,48,32,-21.77
26,50,32,-22.123
26,52,32,-25.605
26,54,32,-21.52
26,56,32,-31.351
26,58,32,-30.034
26,60,32,-22.45
26,62,32,-29.115
26,64,32,-32.9
26,66,32,-30.41
26,68,32,-42.476
26,70,32,-34.197
26,72,32,-28.22
26,74,32,-34.763
26,76,32,-26.484
26,78,32,-25.579
26,80,32,-18.628
26,82,32,-17.367
26,84,32,-24.966
26,86,32,-23.578
26,88,32,-21.95
26,90,32,-28.203
26,-90,34,-28.044
26,-88,34,-22.193
26,-86,34,-23.494
26,-84,34,-22.777
26,-82,34,-15.99
26,-80,34,-24.683
26,-78,34,-26.324
26,-76,34,-20.401
26,-74,34,-23.31
26,-72,34,-20.583
26,-70,34,-29.46
26,-68,34,-37.178
26,-66,34,-25.459
26,-64,34,-27.92
26,-62,34,-30.575
26,-60,34,-31.726
26,-58,34,-29.409
26,-56,34,-26.339
26,-54,34,-36.524
26,-52,34,-30.247
26,-50,34,-26.047
26,-48,34,-28.796
26,-46,34,-26.807
26,-44,34,-23.657
26,-42,34,-29.898
26,-40,34,-28.034
26,-38,34,-20.734
26,-36,34,-23.114
26,-34,34,-25.817
26,-32,34,-26.257
26,-30,34,-31.296
26,-28,34,-24.125
26,-26,34,-24.992
26,-24,34,-21.016
26,-22,34,-25.771
26,-20,34,-22.769
26,-18,34,-23.29
26,-16,34,-19.894
26,-14,34,-24.92
26,-12,34,-33.425
26,-10,34,-35.441
26,-8,34,-18.528
26,-6,34,-27.174
26,-4,34,-15.393
26,-2,34,-7.1899
26,0,34,-0.79991
26,2,34,3.8141
26,4,34,0.24109
26,6,34,-6.0589
26,8,34,-18.078
26,10,34,-18.418
26,12,34,-23.54
26,14,34,-25.132
26,16,34,-17.737
26,18,34,-20.957
26,20,34,-24.188
26,22,34,-19.187
26,24,34,-19.2
26,26,34,-21.593
26,28,34,-21.726
26,30,34,-27.682
26,32,34,-28.555
26,34,34,-25.055
26,36,34,-26.56
26,38,34,-32.99
26,40,34,-19.638
26,42,34,-37.054
26,44,34,-19.448
26,46,34,-19.941
26,48,34,-21.456
26,50,34,-24.239
26,52,34,-25.067
26,54,34,-20.532
26,56,34,-22.269
26,58,34,-25.198
26,60,34,-23.8
26,62,34,-21.983
26,64,34,-26.345
26,66,34,-28.192
26,68,34,-30.307
26,70,34,-27.059
26,72,34,-23.64
26,74,34,-24.291
26,76,34,-20.692
26,78,34,-25.234
26,80,34,-17.977
26,82,34,-19.347
26,84,34,-30.095
26,86,34,-28.012
26,88,34,-21.515
26,90,34,-21.246
26,-90,36,-18.992
26,-88,36,-23.432
26,-86,36,-23.2
26,-84,36,-54.358
26,-82,36,-15.139
26,-80,36,-22.844
26,-78,36,-27.071
26,-76,36,-19.893
26,-74,36,-24.165
26,-72,36,-25.478
26,-70,36,-19.813
26,-68,36,-32.551
26,-66,36,-27.124
26,-64,36,-36.782
26,-62,36,-26.22
26,-60,36,-22.93
26,-58,36,-25.295
26,-56,36,-28.572
26,-54,36,-22.014
26,-52,36,-34.184
26,-50,36,-25.441
26,-48,36,-24.446
26,-46,36,-40.721
26,-44,36,-22.762
26,-42,36,-22.616
26,-40,36,-25.669
26,-38,36,-20.934
26,-36,36,-23.086
26,-34,36,-22.259
26,-32,36,-18.236
26,-30,36,-24.882
26,-28,36,-25.173
26,-26,36,-26.377
26,-24,36,-21.484
26,-22,36,-21.018
26,-20,36,-26.569
26,-18,36,-25.227
26,-16,36,-19.189
26,-14,36,-25.258
26,-12,36,-29.831
26,-10,36,-30.454
26,-8,36,-19.398
26,-6,36,-28.604
26,-4,36,-15.359
26,-2,36,-7.0869
26,0,36,-0.70491
26,2,36,3.7441
26,4,36,-0.53491
26,6,36,-6.6019
26,8,36,-17.424
26,10,36,-18.727
26,12,36,-26.151
26,14,36,-24.431
26,16,36,-18.17
26,18,36,-20.157
26,20,36,-23.682
26,22,36,-17.97
26,24,36,-20.194
26,26,36,-19.308
26,28,36,-24.98
26,30,36,-22.89
26,32,36,-23.152
26,34,36,-25.596
26,36,36,-26.637
26,38,36,-40.115
26,40,36,-20.08
26,42,36,-23.364
26,44,36,-25.115
26,46,36,-29.129
26,48,36,-38.709
26,50,36,-35.798
26,52,36,-21.968
26,54,36,-24.707
26,56,36,-31.503
26,58,36,-35.791
26,60,36,-31.066
26,62,36,-19.038
26,64,36,-26.019
26,66,36,-32.66
26,68,36,-39.273
26,70,36,-33.895
26,72,36,-32.41
26,74,36,-27.276
26,76,36,-20.945
26,78,36,-23.779
26,80,36,-20.13
26,82,36,-16.158
26,84,36,-21.73
26,86,36,-20.602
26,88,36,-23.832
26,90,36,-19.043
26,-90,38,-17.752
26,-88,38,-20.224
26,-86,38,-25.251
26,-84,38,-23.147
26,-82,38,-21.186
26,-80,38,-24.108
26,-78,38,-18.05
26,-76,38,-33.439
26,-74,38,-24.118
26,-72,38,-20.822
26,-70,38,-24.836
26,-68,38,-27.071
26,-66,38,-28.315
26,-64,38,-33.65
26,-62,38,-28.383
26,-60,38,-32.413
26,-58,38,-37.529
26,-56,38,-28.372
26,-54,38,-31.339
26,-52,38,-29.815
26,-50,38,-29.388
26,-48,38,-23.541
26,-46,38,-23.336
26,-44,38,-28.545
26,-42,38,-19.289
26,-40,38,-17.138
26,-38,38,-24.334
26,-36,38,-20.839
26,-34,38,-31.648
26,-32,38,-21.208
26,-30,38,-22.093
26,-28,38,-25.86
26,-26,38,-30.962
26,-24,38,-23.058
26,-22,38,-20.771
26,-20,38,-26.028
26,-18,38,-26.268
26,-16,38,-18.573
26,-14,38,-25.932
26,-12,38,-26.759
26,-10,38,-27.421
26,-8,38,-20.771
26,-6,38,-26.384
26,-4,38,-15.014
26,-2,38,-6.9679
26,0,38,-0.59991
26,2,38,3.6191
26,4,38,-1.3119
26,6,38,-7.3079
26,8,38,-17.548
26,10,38,-18.645
26,12,38,-27.403
26,14,38,-21.983
26,16,38,-19.85
26,18,38,-19.321
26,20,38,-22.644
26,22,38,-19.395
26,24,38,-22.649
26,26,38,-20.331
26,28,38,-24.671
26,30,38,-22.23
26,32,38,-21.819
26,34,38,-30.794
26,36,38,-25.929
26,38,38,-27.739
26,40,38,-21.841
26,42,38,-20.274
26,44,38,-36.764
26,46,38,-28.251
26,48,38,-38.324
26,50,38,-29.679
26,52,38,-24.424
26,54,38,-28.334
26,56,38,-22.878
26,58,38,-31.468
26,60,38,-25.884
26,62,38,-33.906
26,64,38,-24.842
26,66,38,-20.541
26,68,38,-20.905
26,70,38,-30.129
26,72,38,-23.879
26,74,38,-22.866
26,76,38,-24.344
26,78,38,-27.956
26,80,38,-22.342
26,82,38,-19.716
26,84,38,-35.705
26,86,38,-31.882
26,88,38,-44.953
26,90,38,-20.858
26,-90,40,-20.162
26,-88,40,-23.183
26,-86,40,-20.789
26,-84,40,-22.457
26,-82,40,-16.324
26,-80,40,-21.375
26,-78,40,-22.58
26,-76,40,-17.531
26,-74,40,-19.8
26,-72,40,-17.066
26,-70,40,-27.174
26,-68,40,-28.293
26,-66,40,-29.571
26,-64,40,-22.001
26,-62,40,-21.164
26,-60,40,-21.453
26,-58,40,-24.421
26,-56,40,-22.465
26,-54,40,-22.1
26,-52,40,-21.545
26,-50,40,-25.264
26,-48,40,-34.776
26,-46,40,-22.305
26,-44,40,-20.085
26,-42,40,-21.336
26,-40,40,-23.449
26,-38,40,-25.527
26,-36,40,-20.275
26,-34,40,-31.77
26,-32,40,-39.146
26,-30,40,-26.19
26,-28,40,-29.813
26,-26,40,-38.623
26,-24,40,-27.245
26,-22,40,-26.347
26,-20,40,-26.637
26,-18,40,-25.886
26,-16,40,-18.237
26,-14,40,-25.035
26,-12,40,-25.588
26,-10,40,-29.022
26,-8,40,-22.866
26,-6,40,-24.293
26,-4,40,-14.483
26,-2,40,-6.8549
26,0,40,-0.55891
26,2,40,3.4871
26,4,40,-1.9939
26,6,40,-7.9489
26,8,40,-18.147
26,10,40,-19.729
26,12,40,-25.908
26,14,40,-18.872
26,16,40,-22.9
26,18,40,-19.125
26,20,40,-23.827
26,22,40,-24.386
26,24,40,-20.226
26,26,40,-21.3
26,28,40,-30.51
26,30,40,-25.86
26,32,40,-23.271
26,34,40,-25.479
26,36,40,-24.977
26,38,40,-34.699
26,40,40,-22.465
26,42,40,-22.783
26,44,40,-18.951
26,46,40,-31.327
26,48,40,-30.66
26,50,40,-31.619
26,52,40,-19.744
26,54,40,-23.537
26,56,40,-29.869
26,58,40,-22.686
26,60,40,-30.342
26,62,40,-34.209
26,64,40,-21.601
26,66,40,-23.601
26,68,40,-25.918
26,70,40,-31.671
26,72,40,-26.549
26,74,40,-22.279
26,76,40,-19.653
26,78,40,-22.503
26,80,40,-19.914
26,82,40,-17.822
26,84,40,-20.621
26,86,40,-20.094
26,88,40,-21.814
26,90,40,-22.569
26,-90,42,-16.529
26,-88,42,-17.109
26,-86,42,-15.184
26,-84,42,-22.074
26,-82,42,-17.063
26,-80,42,-18.415
26,-78,42,-20.549
26,-76,42,-15.838
26,-74,42,-17.681
26,-72,42,-16.617
26,-70,42,-20.501
26,-68,42,-38.248
26,-66,42,-31.76
26,-64,42,-27.03
26,-62,42,-24.623
26,-60,42,-24.165
26,-58,42,-25.489
26,-56,42,-26.862
26,-54,42,-31.579
26,-52,42,-28.659
26,-50,42,-22.549
26,-48,42,-22.702
26,-46,42,-33.975
26,-44,42,-26.921
26,-42,42,-25.544
26,-40,42,-21.435
26,-38,42,-26.695
26,-36,42,-30.56
26,-34,42,-26.71
26,-32,42,-26.188
26,-30,42,-24.156
26,-28,42,-30.276
26,-26,42,-37.561
26,-24,42,-39.937
26,-22,42,-30.739
26,-20,42,-31.375
26,-18,42,-28.704
26,-16,42,-18.356
26,-14,42,-25.267
26,-12,42,-26.119
26,-10,42,-30.491
26,-8,42,-26.656
26,-6,42,-21.5
26,-4,42,-14.103
26,-2,42,-6.5909
26,0,42,-0.46291
26,2,42,3.3341
26,4,42,-2.5359
26,6,42,-8.6699
26,8,42,-19.022
26,10,42,-21.338
26,12,42,-26.806
26,14,42,-16.554
26,16,42,-29.676
26,18,42,-19.064
26,20,42,-29.233
26,22,42,-34.327
26,24,42,-19.107
26,26,42,-21.848
26,28,42,-26.909
26,30,42,-28.648
26,32,42,-21.984
26,34,42,-27.87
26,36,42,-22.194
26,38,42,-24.128
26,40,42,-22.238
26,42,42,-28.713
26,44,42,-21.147
26,46,42,-27.869
26,48,42,-35.897
26,50,42,-34.254
26,52,42,-29.584
26,54,42,-24.183
26,56,42,-23.28
26,58,42,-27.579
26,60,42,-29.822
26,62,42,-25.674
26,64,42,-38.125
26,66,42,-25.777
26,68,42,-33.921
26,70,42,-27.419
26,72,42,-24.21
26,74,42,-21.092
26,76,42,-24.344
26,78,42,-20.142
26,80,42,-26.683
26,82,42,-15.296
26,84,42,-19.785
26,86,42,-21.677
26,88,42,-25.383
26,90,42,-30.114
26,-90,44,-40.646
26,-88,44,-25.342
26,-86,44,-31.456
26,-84,44,-27.822
26,-82,44,-13.641
26,-80,44,-34.636
26,-78,44,-32.433
26,-76,44,-19.068
26,-74,44,-17.876
26,-72,44,-20.43
26,-70,44,-23.528
26,-68,44,-28.633
26,-66,44,-27.119
26,-64,44,-24.947
26,-62,44,-22.365
26,-60,44,-25.332
26,-58,44,-21.964
26,-56,44,-30.908
26,-54,44,-24.746
26,-52,44,-21.821
26,-50,44,-32.124
26,-48,44,-26.977
26,-46,44,-22.897
26,-44,44,-44.096
26,-42,44,-28.381
26,-40,44,-39.03
26,-38,44,-31.292
26,-36,44,-26.352
26,-34,44,-34.538
26,-32,44,-28.974
26,-30,44,-23.495
26,-28,44,-37.944
26,-26,44,-34.156
26,-24,44,-33.234
26,-22,44,-36.514
26,-20,44,-23.314
26,-18,44,-32.82
26,-16,44,-19.895
26,-14,44,-24.756
26,-12,44,-28.951
26,-10,44,-30.59
26,-8,44,-35.22
26,-6,44,-19.526
26,-4,44,-13.941
26,-2,44,-6.5269
26,0,44,-0.33591
26,2,44,3.1761
26,4,44,-3.0149
26,6,44,-9.6309
26,8,44,-19.487
26,10,44,-25.966
26,12,44,-37.24
26,14,44,-16.211
26,16,44,-22.133
26,18,44,-19.271
26,20,44,-30.961
26,22,44,-26.371
26,24,44,-17.805
26,26,44,-18.842
26,28,44,-28.806
26,30,44,-22.854
26,32,44,-24.494
26,34,44,-26.949
26,36,44,-21.453
26,38,44,-21.254
26,40,44,-30.287
26,42,44,-22.659
26,44,44,-25.767
26,46,44,-29.626
26,48,44,-28.545
26,50,44,-26.188
26,52,44,-29.148
26,54,44,-39.618
26,56,44,-21.624
26,58,44,-30.222
26,60,44,-27.775
26,62,44,-30.025
26,64,44,-33.934
26,66,44,-30.902
26,68,44,-22.363
26,70,44,-27.244
26,72,44,-23.654
26,74,44,-35.251
26,76,44,-21.892
26,78,44,-21.906
26,80,44,-21.027
26,82,44,-19.342
26,84,44,-23.341
26,86,44,-20.716
26,88,44,-21.398
26,90,44,-15.995
26,-90,46,-26.596
26,-88,46,-22.147
26,-86,46,-22.067
26,-84,46,-24.805
26,-82,46,-13.461
26,-80,46,-18.433
26,-78,46,-16.465
26,-76,46,-27.739
26,-74,46,-22.448
26,-72,46,-21.244
26,-70,46,-23.002
26,-68,46,-27.437
26,-66,46,-22.71
26,-64,46,-28.183
26,-62,46,-38.674
26,-60,46,-27.558
26,-58,46,-26.241
26,-56,46,-23.784
26,-54,46,-18.65
26,-52,46,-26.345
26,-50,46,-22.074
26,-48,46,-48.951
26,-46,46,-30.209
26,-44,46,-33.892
26,-42,46,-32.802
26,-40,46,-18.919
26,-38,46,-25.574
26,-36,46,-48.858
26,-34,46,-22.775
26,-32,46,-47.769
26,-30,46,-22.468
26,-28,46,-24.056
26,-26,46,-27.708
26,-24,46,-24.779
26,-22,46,-28.235
26,-20,46,-22.957
26,-18,46,-24.258
26,-16,46,-23.899
26,-14,46,-24.987
26,-12,46,-37.807
26,-10,46,-27.177
26,-8,46,-33.475
26,-6,46,-17.665
26,-4,46,-13.601
26,-2,46,-6.4199
26,0,46,-0.26491
26,2,46,3.0051
26,4,46,-3.3649
26,6,46,-10.68
26,8,46,-18.308
26,10,46,-36.438
26,12,46,-32.092
26,14,46,-18.684
26,16,46,-17.487
26,18,46,-20.188
26,20,46,-26.806
26,22,46,-22.664
26,24,46,-18.024
26,26,46,-17.049
26,28,46,-33.591
26,30,46,-20.382
26,32,46,-27.811
26,34,46,-34.566
26,36,46,-19.383
26,38,46,-23.073
26,40,46,-21.774
26,42,46,-27.675
26,44,46,-22.928
26,46,46,-38.031
26,48,46,-21.252
26,50,46,-19.416
26,52,46,-23.704
26,54,46,-31.253
26,56,46,-27.501
26,58,46,-23.437
26,60,46,-25.911
26,62,46,-23.501
26,64,46,-25.264
26,66,46,-24.418
26,68,46,-24.247
26,70,46,-27.884
26,72,46,-59.483
26,74,46,-39.417
26,76,46,-23.098
26,78,46,-45.655
26,80,46,-17.942
26,82,46,-16.026
26,84,46,-17.391
26,86,46,-18.21
26,88,46,-27.31
26,90,46,-22.374
26,-90,48,-24.59
26,-88,48,-20.211
26,-86,48,-26.801
26,-84,48,-25.72
26,-82,48,-17.824
26,-80,48,-19.059
26,-78,48,-16.513
26,-76,48,-21.125
26,-74,48,-21.267
26,-72,48,-24.11
26,-70,48,-34.606
26,-68,48,-28.722
26,-66,48,-22.118
26,-64,48,-22.602
26,-62,48,-24.616
26,-60,48,-22.397
26,-58,48,-23.807
26,-56,48,-24.274
26,-54,48,-27.178
26,-52,48,-19.208
26,-50,48,-27.797
26,-48,48,-23.907
26,-46,48,-34.175
26,-44,48,-24.914
26,-42,48,-23.453
26,-40,48,-27.646
26,-38,48,-24.055
26,-36,48,-20.307
26,-34,48,-23.352
26,-32,48,-29.991
26,-30,48,-19.88
26,-28,48,-19.946
26,-26,48,-24.437
26,-24,48,-28.003
26,-22,48,-23.55
26,-20,48,-27.532
26,-18,48,-21.093
26,-16,48,-31.209
26,-14,48,-27.167
26,-12,48,-39.754
26,-10,48,-25.815
26,-8,48,-25.655
26,-6,48,-16.71
26,-4,48,-13.374
26,-2,48,-6.3159
26,0,48,-0.21591
26,2,48,2.8281
26,4,48,-3.6139
26,6,48,-12.034
26,8,48,-17.167
26,10,48,-31.859
26,12,48,-28.478
26,14,48,-25.097
26,16,48,-15.835
26,18,48,-21.829
26,20,48,-28.5
26,22,48,-23.43
26,24,48,-18.741
26,26,48,-18.591
26,28,48,-21.517
26,30,48,-21.461
26,32,48,-37.141
26,34,48,-25.212
26,36,48,-19.725
26,38,48,-26.876
26,40,48,-18.505
26,42,48,-31.134
26,44,48,-22.946
26,46,48,-28.867
26,48,48,-25.501
26,50,48,-35.371
26,52,48,-22.531
26,54,48,-29.747
26,56,48,-29.972
26,58,48,-24.575
26,60,48,-27.461
26,62,48,-45.146
26,64,48,-32.916
26,66,48,-29.835
26,68,48,-28.93
26,70,48,-28.314
26,72,48,-19.924
26,74,48,-19.694
26,76,48,-21.256
26,78,48,-21.179
26,80,48,-22.958
26,82,48,-15.951
26,84,48,-21.729
26,86,48,-24.871
26,88,48,-23.19
26,90,48,-16.599
26,-90,50,-23.251
26,-88,50,-20.784
26,-86,50,-23.026
26,-84,50,-20.117
26,-82,50,-19.006
26,-80,50,-18.107
26,-78,50,-16.888
26,-76,50,-14.438
26,-74,50,-16.605
26,-72,50,-19.942
26,-70,50,-36.791
26,-68,50,-23.052
26,-66,50,-23.37
26,-64,50,-19.656
26,-62,50,-20.746
26,-60,50,-21.171
26,-58,50,-31.15
26,-56,50,-45.097
26,-54,50,-29.349
26,-52,50,-36.233
26,-50,50,-36.639
26,-48,50,-22.147
26,-46,50,-24.351
26,-44,50,-23.134
26,-42,50,-20.516
26,-40,50,-35.8
26,-38,50,-37.296
26,-36,50,-20.224
26,-34,50,-31.362
26,-32,50,-32.281
26,-30,50,-21.384
26,-28,50,-18.874
26,-26,50,-26.746
26,-24,50,-39.397
26,-22,50,-22.198
26,-20,50,-23.888
26,-18,50,-21.576
26,-16,50,-45.742
26,-14,50,-28.877
26,-12,50,-35.759
26,-10,50,-24.438
26,-8,50,-21.845
26,-6,50,-15.756
26,-4,50,-13.086
26,-2,50,-6.1679
26,0,50,-0.088915
26,2,50,2.6121
26,4,50,-3.7829
26,6,50,-13.68
26,8,50,-16.441
26,10,50,-25.684
26,12,50,-27.455
26,14,50,-35.093
26,16,50,-16.097
26,18,50,-23.583
26,20,50,-29.587
26,22,50,-28.119
26,24,50,-17.566
26,26,50,-22.613
26,28,50,-20.35
26,30,50,-29.298
26,32,50,-40.501
26,34,50,-38.861
26,36,50,-24.049
26,38,50,-27.804
26,40,50,-19.975
26,42,50,-20.04
26,44,50,-20.454
26,46,50,-21.631
26,48,50,-28.029
26,50,50,-37.038
26,52,50,-24.237
26,54,50,-26.062
26,56,50,-26.538
26,58,50,-24.453
26,60,50,-37.233
26,62,50,-25.035
26,64,50,-22.988
26,66,50,-35.084
26,68,50,-28.736
26,70,50,-32.249
26,72,50,-30.644
26,74,50,-33.348
26,76,50,-26.519
26,78,50,-25.421
26,80,50,-21.237
26,82,50,-16.562
26,84,50,-25.015
26,86,50,-26.4
26,88,50,-23.703
26,90,50,-24.08
26,-90,52,-25.003
26,-88,52,-21.447
26,-86,52,-22.001
26,-84,52,-15.625
26,-82,52,-11.8
26,-80,52,-23.338
26,-78,52,-21.596
26,-76,52,-16.735
